district_id,CUSEC_KEY,CUSEC,CUMUN,NMUN,CPRO,NPRO,CUDIS,POP_2025
1,2225001001,2225001001,22250,Villanúa,22,Huesca,2225001,569
1,2290101001,2290101001,22901,Valle de Hecho,22,Huesca,2290101,812
1,2290201001,2290201001,22902,Puente la Reina de Jaca,22,Huesca,2290201,270
1,5003501001,5003501001,50035,Artieda,50,Zaragoza,5003501,90
1,5004101001,5004101001,50041,Bagüés,50,Zaragoza,5004101,16
1,5012801001,5012801001,50128,Isuerre,50,Zaragoza,5012801,32
1,5016801001,5016801001,50168,Mianos,50,Zaragoza,5016801,25
1,5021001001,5021001001,50210,"Pintanos, Los",50,Zaragoza,5021001,36
1,5023201001,5023201001,50232,Salvatierra de Esca,50,Zaragoza,5023201,186
1,5024501001,5024501001,50245,Sigüés,50,Zaragoza,5024501,72
2,5029705003,5029705003,50297,Zaragoza,50,Zaragoza,5029705,963
2,5029705004,5029705004,50297,Zaragoza,50,Zaragoza,5029705,1509
2,5029705006,5029705006,50297,Zaragoza,50,Zaragoza,5029705,1231
2,5029705048,5029705048,50297,Zaragoza,50,Zaragoza,5029705,1187
2,5029706002,5029706002,50297,Zaragoza,50,Zaragoza,5029706,874
2,5029706010,5029706010,50297,Zaragoza,50,Zaragoza,5029706,2078
2,5029706013,5029706013,50297,Zaragoza,50,Zaragoza,5029706,830
2,5029706014,5029706014,50297,Zaragoza,50,Zaragoza,5029706,983
2,5029706016,5029706016,50297,Zaragoza,50,Zaragoza,5029706,951
2,5029706027,5029706027,50297,Zaragoza,50,Zaragoza,5029706,919
2,5029706028,5029706028,50297,Zaragoza,50,Zaragoza,5029706,1425
2,5029706033,5029706033,50297,Zaragoza,50,Zaragoza,5029706,973
2,5029706034,5029706034,50297,Zaragoza,50,Zaragoza,5029706,1082
2,5029706035,5029706035,50297,Zaragoza,50,Zaragoza,5029706,877
2,5029706036,5029706036,50297,Zaragoza,50,Zaragoza,5029706,1423
2,5029709029,5029709029,50297,Zaragoza,50,Zaragoza,5029709,2241
3,5029701024,5029701024,50297,Zaragoza,50,Zaragoza,5029701,1243
3,5029701025,5029701025,50297,Zaragoza,50,Zaragoza,5029701,1094
3,5029703001,5029703001,50297,Zaragoza,50,Zaragoza,5029703,969
3,5029703037,5029703037,50297,Zaragoza,50,Zaragoza,5029703,1066
3,5029703087,5029703087,50297,Zaragoza,50,Zaragoza,5029703,949
3,5029703088,5029703088,50297,Zaragoza,50,Zaragoza,5029703,1349
3,5029703091,5029703091,50297,Zaragoza,50,Zaragoza,5029703,1297
3,5029707001,5029707001,50297,Zaragoza,50,Zaragoza,5029707,2208
3,5029707004,5029707004,50297,Zaragoza,50,Zaragoza,5029707,1220
3,5029707005,5029707005,50297,Zaragoza,50,Zaragoza,5029707,1209
3,5029707008,5029707008,50297,Zaragoza,50,Zaragoza,5029707,1229
3,5029707009,5029707009,50297,Zaragoza,50,Zaragoza,5029707,1906
3,5029707016,5029707016,50297,Zaragoza,50,Zaragoza,5029707,1331
3,5029707018,5029707018,50297,Zaragoza,50,Zaragoza,5029707,1146
3,5029707020,5029707020,50297,Zaragoza,50,Zaragoza,5029707,1221
4,5029702037,5029702037,50297,Zaragoza,50,Zaragoza,5029702,1274
4,5029702046,5029702046,50297,Zaragoza,50,Zaragoza,5029702,1634
4,5029705022,5029705022,50297,Zaragoza,50,Zaragoza,5029705,1502
4,5029705024,5029705024,50297,Zaragoza,50,Zaragoza,5029705,831
4,5029705028,5029705028,50297,Zaragoza,50,Zaragoza,5029705,1499
4,5029705030,5029705030,50297,Zaragoza,50,Zaragoza,5029705,1237
4,5029705043,5029705043,50297,Zaragoza,50,Zaragoza,5029705,1477
4,5029705044,5029705044,50297,Zaragoza,50,Zaragoza,5029705,1665
4,5029705045,5029705045,50297,Zaragoza,50,Zaragoza,5029705,1487
4,5029705046,5029705046,50297,Zaragoza,50,Zaragoza,5029705,1055
4,5029705047,5029705047,50297,Zaragoza,50,Zaragoza,5029705,1875
4,5029709024,5029709024,50297,Zaragoza,50,Zaragoza,5029709,1146
4,5029709027,5029709027,50297,Zaragoza,50,Zaragoza,5029709,1684
4,5029709030,5029709030,50297,Zaragoza,50,Zaragoza,5029709,2202
5,5029703003,5029703003,50297,Zaragoza,50,Zaragoza,5029703,1322
5,5029703005,5029703005,50297,Zaragoza,50,Zaragoza,5029703,1418
5,5029703007,5029703007,50297,Zaragoza,50,Zaragoza,5029703,1202
5,5029703009,5029703009,50297,Zaragoza,50,Zaragoza,5029703,1322
5,5029703012,5029703012,50297,Zaragoza,50,Zaragoza,5029703,752
5,5029703014,5029703014,50297,Zaragoza,50,Zaragoza,5029703,1406
5,5029703015,5029703015,50297,Zaragoza,50,Zaragoza,5029703,1170
5,5029703017,5029703017,50297,Zaragoza,50,Zaragoza,5029703,1441
5,5029703018,5029703018,50297,Zaragoza,50,Zaragoza,5029703,1519
5,5029703019,5029703019,50297,Zaragoza,50,Zaragoza,5029703,1209
5,5029703021,5029703021,50297,Zaragoza,50,Zaragoza,5029703,1327
5,5029703022,5029703022,50297,Zaragoza,50,Zaragoza,5029703,1384
5,5029703023,5029703023,50297,Zaragoza,50,Zaragoza,5029703,1452
5,5029703070,5029703070,50297,Zaragoza,50,Zaragoza,5029703,1146
5,5029703076,5029703076,50297,Zaragoza,50,Zaragoza,5029703,1347
5,5029703083,5029703083,50297,Zaragoza,50,Zaragoza,5029703,1129
6,5029707006,5029707006,50297,Zaragoza,50,Zaragoza,5029707,1917
6,5029707007,5029707007,50297,Zaragoza,50,Zaragoza,5029707,1664
6,5029707015,5029707015,50297,Zaragoza,50,Zaragoza,5029707,1731
6,5029707017,5029707017,50297,Zaragoza,50,Zaragoza,5029707,1164
6,5029707019,5029707019,50297,Zaragoza,50,Zaragoza,5029707,1147
6,5029710047,5029710047,50297,Zaragoza,50,Zaragoza,5029710,1269
6,5029710048,5029710048,50297,Zaragoza,50,Zaragoza,5029710,1315
6,5029710055,5029710055,50297,Zaragoza,50,Zaragoza,5029710,1722
6,5029710056,5029710056,50297,Zaragoza,50,Zaragoza,5029710,895
6,5029710057,5029710057,50297,Zaragoza,50,Zaragoza,5029710,1774
6,5029710062,5029710062,50297,Zaragoza,50,Zaragoza,5029710,1208
6,5029710065,5029710065,50297,Zaragoza,50,Zaragoza,5029710,1697
6,5029710078,5029710078,50297,Zaragoza,50,Zaragoza,5029710,988
6,5029710092,5029710092,50297,Zaragoza,50,Zaragoza,5029710,1197
7,5002401001,5002401001,50024,Almonacid de la Sierra,50,Zaragoza,5002401,764
7,5002501001,5002501001,50025,"Almunia de Doña Godina, La",50,Zaragoza,5002501,2605
7,5002501002,5002501002,50025,"Almunia de Doña Godina, La",50,Zaragoza,5002501,3207
7,5002502001,5002502001,50025,"Almunia de Doña Godina, La",50,Zaragoza,5002502,2232
7,5003201001,5003201001,50032,Arándiga,50,Zaragoza,5003201,278
7,5005701001,5005701001,50057,Brea de Aragón,50,Zaragoza,5005701,1519
7,5007301001,5007301001,50073,Cariñena,50,Zaragoza,5007301,2498
7,5008801001,5008801001,50088,Cosuenda,50,Zaragoza,5008801,343
7,5009901002,5009901002,50099,Épila,50,Zaragoza,5009901,995
7,5009903001,5009903001,50099,Épila,50,Zaragoza,5009903,1060
7,5012601001,5012601001,50126,Illueca,50,Zaragoza,5012601,1317
7,5012601002,5012601002,50126,Illueca,50,Zaragoza,5012601,1459
7,5015001001,5015001001,50150,Lumpiaque,50,Zaragoza,5015001,889
7,5016601001,5016601001,50166,Mesones de Isuela,50,Zaragoza,5016601,271
7,5017701001,5017701001,50177,Morés,50,Zaragoza,5017701,305
7,5018701001,5018701001,50187,Nigüella,50,Zaragoza,5018701,58
7,5022501002,5022501002,50225,Ricla,50,Zaragoza,5022501,2030
7,5024101001,5024101001,50241,Sabiñán,50,Zaragoza,5024101,693
8,2201101001,2201101001,22011,Albero Alto,22,Huesca,2201101,123
8,2201501001,2201501001,22015,Alcalá del Obispo,22,Huesca,2201501,394
8,2202701001,2202701001,22027,Angüés,22,Huesca,2202701,349
8,2203601001,2203601001,22036,Argavieso,22,Huesca,2203601,109
8,2204201001,2204201001,22042,Azlor,22,Huesca,2204201,155
8,2204801002,2204801002,22048,Barbastro,22,Huesca,2204801,1815
8,2204801003,2204801003,22048,Barbastro,22,Huesca,2204801,1058
8,2204801004,2204801004,22048,Barbastro,22,Huesca,2204801,1226
8,2204801005,2204801005,22048,Barbastro,22,Huesca,2204801,2405
8,2204801008,2204801008,22048,Barbastro,22,Huesca,2204801,1275
8,2204801011,2204801011,22048,Barbastro,22,Huesca,2204801,2041
8,2205001001,2205001001,22050,Barbuñales,22,Huesca,2205001,93
8,2205801001,2205801001,22058,Bierge,22,Huesca,2205801,241
8,2206401001,2206401001,22064,Blecua y Torres,22,Huesca,2206401,175
8,2206601001,2206601001,22066,Boltaña,22,Huesca,2206601,1091
8,2206901001,2206901001,22069,Broto,22,Huesca,2206901,617
8,2208101001,2208101001,22081,Casbas de Huesca,22,Huesca,2208101,287
8,2210901001,2210901001,22109,Fiscal,22,Huesca,2210901,365
8,2211301001,2211301001,22113,"Fueva, La",22,Huesca,2211301,614
8,2212601001,2212601001,22126,Ibieca,22,Huesca,2212601,111
8,2214101001,2214101001,22141,Lascellas-Ponzano,22,Huesca,2214101,138
8,2216201001,2216201001,22162,Novales,22,Huesca,2216201,155
8,2218101001,2218101001,22181,Piracés,22,Huesca,2218101,91
8,2220101001,2220101001,22201,Salas Altas,22,Huesca,2220101,297
8,2220201001,2220201001,22202,Salas Bajas,22,Huesca,2220201,184
8,2222201001,2222201001,22222,Siétamo,22,Huesca,2222201,703
8,2223001001,2223001001,22230,Torla-Ordesa,22,Huesca,2223001,344
8,2223901001,2223901001,22239,Tramaced,22,Huesca,2223901,108
8,2225201001,2225201001,22252,Yebra de Basa,22,Huesca,2225201,157
8,2225301001,2225301001,22253,Yésero,22,Huesca,2225301,60
8,2290601001,2290601001,22906,Santa María de Dulcis,22,Huesca,2290601,205
8,2290701001,2290701001,22907,Aínsa-Sobrarbe,22,Huesca,2290701,2315
9,2212502001,2212502001,22125,Huesca,22,Huesca,2212502,1543
9,2212502003,2212502003,22125,Huesca,22,Huesca,2212502,956
9,2212502004,2212502004,22125,Huesca,22,Huesca,2212502,2059
9,2212502005,2212502005,22125,Huesca,22,Huesca,2212502,1458
9,2212503005,2212503005,22125,Huesca,22,Huesca,2212503,1544
9,2212503006,2212503006,22125,Huesca,22,Huesca,2212503,2305
9,2212503007,2212503007,22125,Huesca,22,Huesca,2212503,1211
9,2212503008,2212503008,22125,Huesca,22,Huesca,2212503,1767
9,2212503009,2212503009,22125,Huesca,22,Huesca,2212503,1481
9,2212504003,2212504003,22125,Huesca,22,Huesca,2212504,1750
9,2215001001,2215001001,22150,Loporzano,22,Huesca,2215001,576
9,2215601001,2215601001,22156,Monflorite-Lascasas,22,Huesca,2215601,474
9,2219501001,2219501001,22195,Quicena,22,Huesca,2219501,391
9,2219701001,2219701001,22197,Robres,22,Huesca,2219701,524
9,2220601001,2220601001,22206,Sangarrén,22,Huesca,2220601,231
9,2222601001,2222601001,22226,Tardienta,22,Huesca,2222601,951
9,2223201001,2223201001,22232,Torralba de Aragón,22,Huesca,2223201,102
9,2224801001,2224801001,22248,Vicién,22,Huesca,2224801,150
10,2203701001,2203701001,22037,Arguis,22,Huesca,2203701,168
10,2204701001,2204701001,22047,Banastás,22,Huesca,2204701,337
10,2206801001,2206801001,22068,Borau,22,Huesca,2206801,77
10,2212507004,2212507004,22125,Huesca,22,Huesca,2212507,987
10,2212701001,2212701001,22127,Igriés,22,Huesca,2212701,729
10,2213001001,2213001001,22130,Jaca,22,Huesca,2213001,1461
10,2213001002,2213001002,22130,Jaca,22,Huesca,2213001,1426
10,2213001003,2213001003,22130,Jaca,22,Huesca,2213001,1208
10,2213001004,2213001004,22130,Jaca,22,Huesca,2213001,1641
10,2213001005,2213001005,22130,Jaca,22,Huesca,2213001,1562
10,2213001006,2213001006,22130,Jaca,22,Huesca,2213001,1955
10,2213001007,2213001007,22130,Jaca,22,Huesca,2213001,1954
10,2213001008,2213001008,22130,Jaca,22,Huesca,2213001,2805
10,2214901001,2214901001,22149,Loarre,22,Huesca,2214901,357
10,2216301001,2216301001,22163,Nueno,22,Huesca,2216301,573
10,2217301001,2217301001,22173,"Peñas de Riglos, Las",22,Huesca,2217301,263
10,5007801001,5007801001,50078,Castiliscar,50,Zaragoza,5007801,220
10,5014201001,5014201001,50142,Lobera de Onsella,50,Zaragoza,5014201,28
10,5014401001,5014401001,50144,Longás,50,Zaragoza,5014401,45
10,5018601001,5018601001,50186,Navardún,50,Zaragoza,5018601,35
10,5023002001,5023002001,50230,Sádaba,50,Zaragoza,5023002,633
10,5024801001,5024801001,50248,Sos del Rey Católico,50,Zaragoza,5024801,582
10,5026701001,5026701001,50267,Uncastillo,50,Zaragoza,5026701,594
10,5026801001,5026801001,50268,Undués de Lerda,50,Zaragoza,5026801,60
10,5027001001,5027001001,50270,Urriés,50,Zaragoza,5027001,50
10,5090101001,5090101001,50901,Biel,50,Zaragoza,5090101,165
11,5029705001,5029705001,50297,Zaragoza,50,Zaragoza,5029705,2100
11,5029705005,5029705005,50297,Zaragoza,50,Zaragoza,5029705,1001
11,5029705007,5029705007,50297,Zaragoza,50,Zaragoza,5029705,1545
11,5029705008,5029705008,50297,Zaragoza,50,Zaragoza,5029705,1652
11,5029705009,5029705009,50297,Zaragoza,50,Zaragoza,5029705,1181
11,5029705010,5029705010,50297,Zaragoza,50,Zaragoza,5029705,1324
11,5029705011,5029705011,50297,Zaragoza,50,Zaragoza,5029705,819
11,5029705012,5029705012,50297,Zaragoza,50,Zaragoza,5029705,1509
11,5029705013,5029705013,50297,Zaragoza,50,Zaragoza,5029705,1364
11,5029705015,5029705015,50297,Zaragoza,50,Zaragoza,5029705,1315
11,5029705016,5029705016,50297,Zaragoza,50,Zaragoza,5029705,843
11,5029705017,5029705017,50297,Zaragoza,50,Zaragoza,5029705,838
11,5029705049,5029705049,50297,Zaragoza,50,Zaragoza,5029705,1017
11,5029705050,5029705050,50297,Zaragoza,50,Zaragoza,5029705,700
11,5029706001,5029706001,50297,Zaragoza,50,Zaragoza,5029706,973
11,5029706038,5029706038,50297,Zaragoza,50,Zaragoza,5029706,955
12,5029702025,5029702025,50297,Zaragoza,50,Zaragoza,5029702,1456
12,5029702031,5029702031,50297,Zaragoza,50,Zaragoza,5029702,876
12,5029702035,5029702035,50297,Zaragoza,50,Zaragoza,5029702,1366
12,5029702040,5029702040,50297,Zaragoza,50,Zaragoza,5029702,2139
12,5029702050,5029702050,50297,Zaragoza,50,Zaragoza,5029702,1344
12,5029702051,5029702051,50297,Zaragoza,50,Zaragoza,5029702,1152
12,5029702052,5029702052,50297,Zaragoza,50,Zaragoza,5029702,907
12,5029702053,5029702053,50297,Zaragoza,50,Zaragoza,5029702,1364
12,5029705002,5029705002,50297,Zaragoza,50,Zaragoza,5029705,2325
12,5029705014,5029705014,50297,Zaragoza,50,Zaragoza,5029705,1329
12,5029705018,5029705018,50297,Zaragoza,50,Zaragoza,5029705,918
12,5029705019,5029705019,50297,Zaragoza,50,Zaragoza,5029705,1463
12,5029705020,5029705020,50297,Zaragoza,50,Zaragoza,5029705,1664
12,5029705021,5029705021,50297,Zaragoza,50,Zaragoza,5029705,998
13,4400401001,4400401001,44004,Aguaviva,44,Teruel,4400401,563
13,4401701001,4401701001,44017,Aliaga,44,Teruel,4401701,343
13,4402301001,4402301001,44023,Allueva,44,Teruel,4402301,31
13,4402401001,4402401001,44024,Anadón,44,Teruel,4402401,35
13,4402701001,4402701001,44027,Arens de Lledó,44,Teruel,4402701,188
13,4403201001,4403201001,44032,Bádenas,44,Teruel,4403201,28
13,4403701001,4403701001,44037,Beceite,44,Teruel,4403701,574
13,4404301001,4404301001,44043,Blesa,44,Teruel,4404301,74
13,4404401001,4404401001,44044,Bordón,44,Teruel,4404401,116
13,4404901001,4404901001,44049,Calaceite,44,Teruel,4404901,961
13,4405101002,4405101002,44051,Calanda,44,Teruel,4405101,1546
13,4405101003,4405101003,44051,Calanda,44,Teruel,4405101,1315
13,4406601001,4406601001,44066,Castel de Cabra,44,Teruel,4406601,79
13,4406801001,4406801001,44068,Castelserás,44,Teruel,4406801,804
13,4407101001,4407101001,44071,Castellote,44,Teruel,4407101,666
13,4408001001,4408001001,44080,"Codoñera, La",44,Teruel,4408001,313
13,4408401001,4408401001,44084,Cortes de Aragón,44,Teruel,4408401,62
13,4408601001,4408601001,44086,Cretas,44,Teruel,4408601,558
13,4409001001,4409001001,44090,Cucalón,44,Teruel,4409001,78
13,4409301001,4409301001,44093,Cuevas de Almudén,44,Teruel,4409301,119
13,4410701001,4410701001,44107,Foz-Calanda,44,Teruel,4410701,280
13,4410801001,4410801001,44108,"Fresneda, La",44,Teruel,4410801,460
13,4411401001,4411401001,44114,Fuentespalda,44,Teruel,4411401,306
13,4412301001,4412301001,44123,Hinojosa de Jarque,44,Teruel,4412301,104
13,4412401001,4412401001,44124,"Hoz de la Vieja, La",44,Teruel,4412401,85
13,4412501001,4412501001,44125,Huesa del Común,44,Teruel,4412501,55
13,4412801001,4412801001,44128,Jarque de la Val,44,Teruel,4412801,66
13,4413101001,4413101001,44131,Josa,44,Teruel,4413101,34
13,4413301001,4413301001,44133,Lanzuela,44,Teruel,4413301,24
13,4413801001,4413801001,44138,Loscos,44,Teruel,4413801,121
13,4414101001,4414101001,44141,Lledó,44,Teruel,4414101,164
13,4414201001,4414201001,44142,Maicas,44,Teruel,4414201,35
13,4414501001,4414501001,44145,Mas de las Matas,44,Teruel,4414501,1226
13,4414601001,4414601001,44146,"Mata de los Olmos, La",44,Teruel,4414601,261
13,4414701001,4414701001,44147,Mazaleón,44,Teruel,4414701,472
13,4414801001,4414801001,44148,Mezquita de Jarque,44,Teruel,4414801,83
13,4415101001,4415101001,44151,Molinos,44,Teruel,4415101,233
13,4415201001,4415201001,44152,Monforte de Moyuela,44,Teruel,4415201,83
13,4415401001,4415401001,44154,Monroyo,44,Teruel,4415401,327
13,4416101001,4416101001,44161,Muniesa,44,Teruel,4416101,580
13,4416701001,4416701001,44167,Obón,44,Teruel,4416701,34
13,4417601001,4417601001,44176,Palomar de Arroyos,44,Teruel,4417601,166
13,4417801001,4417801001,44178,"Parras de Castellote, Las",44,Teruel,4417801,57
13,4417901001,4417901001,44179,Peñarroya de Tastavins,44,Teruel,4417901,470
13,4418401001,4418401001,44184,Plou,44,Teruel,4418401,43
13,4420301001,4420301001,44203,Salcedillo,44,Teruel,4420301,14
13,4420801001,4420801001,44208,Santa Cruz de Nogueras,44,Teruel,4420801,25
13,4421101001,4421101001,44211,Segura de los Baños,44,Teruel,4421101,55
13,4421201001,4421201001,44212,Seno,44,Teruel,4421201,39
13,4422101001,4422101001,44221,Torrecilla de Alcañiz,44,Teruel,4422101,440
13,4422301001,4422301001,44223,Torre de Arcas,44,Teruel,4422301,76
13,4422401001,4422401001,44224,Torre de las Arcas,44,Teruel,4422401,19
13,4422501001,4422501001,44225,Torre del Compte,44,Teruel,4422501,118
13,4423601001,4423601001,44236,Tronchón,44,Teruel,4423601,56
13,4424101001,4424101001,44241,Valdealgorfa,44,Teruel,4424101,582
13,4424501001,4424501001,44245,Valdeltormo,44,Teruel,4424501,304
13,4424601001,4424601001,44246,Valderrobres,44,Teruel,4424601,2537
13,4425201001,4425201001,44252,Villahermosa del Campo,44,Teruel,4425201,93
13,4425601001,4425601001,44256,Villanueva del Rebollar de la Sierra,44,Teruel,4425601,49
13,4426001001,4426001001,44260,Villarluengo,44,Teruel,4426001,157
13,5010801001,5010801001,50108,Fombuena,50,Zaragoza,5010801,59
13,5013301001,5013301001,50133,Lagata,50,Zaragoza,5013301,113
13,5013801001,5013801001,50138,Lechón,50,Zaragoza,5013801,39
13,5014901001,5014901001,50149,Luesma,50,Zaragoza,5014901,43
13,5017101001,5017101001,50171,Moneva,50,Zaragoza,5017101,107
13,5017901001,5017901001,50179,Moyuela,50,Zaragoza,5017901,223
13,5021301001,5021301001,50213,Plenas,50,Zaragoza,5021301,112
13,5023301001,5023301001,50233,Samper del Salz,50,Zaragoza,5023301,80
13,5029101001,5029101001,50291,Villar de los Navarros,50,Zaragoza,5029101,147
13,5029501001,5029501001,50295,Vistabella,50,Zaragoza,5029501,50
14,5027201002,5027201002,50272,Utebo,50,Zaragoza,5027201,1663
14,5027201007,5027201007,50272,Utebo,50,Zaragoza,5027201,1594
14,5027201008,5027201008,50272,Utebo,50,Zaragoza,5027201,1743
14,5027201010,5027201010,50272,Utebo,50,Zaragoza,5027201,1575
14,5027201011,5027201011,50272,Utebo,50,Zaragoza,5027201,1850
14,5029707014,5029707014,50297,Zaragoza,50,Zaragoza,5029707,1269
14,5029708006,5029708006,50297,Zaragoza,50,Zaragoza,5029708,1585
14,5029708025,5029708025,50297,Zaragoza,50,Zaragoza,5029708,2832
14,5029710037,5029710037,50297,Zaragoza,50,Zaragoza,5029710,1577
14,5029710085,5029710085,50297,Zaragoza,50,Zaragoza,5029710,2426
14,5029712002,5029712002,50297,Zaragoza,50,Zaragoza,5029712,1038
14,5029712003,5029712003,50297,Zaragoza,50,Zaragoza,5029712,2091
15,5029701008,5029701008,50297,Zaragoza,50,Zaragoza,5029701,1871
15,5029701038,5029701038,50297,Zaragoza,50,Zaragoza,5029701,1282
15,5029701039,5029701039,50297,Zaragoza,50,Zaragoza,5029701,1085
15,5029701040,5029701040,50297,Zaragoza,50,Zaragoza,5029701,822
15,5029701041,5029701041,50297,Zaragoza,50,Zaragoza,5029701,1648
15,5029702002,5029702002,50297,Zaragoza,50,Zaragoza,5029702,881
15,5029702003,5029702003,50297,Zaragoza,50,Zaragoza,5029702,1118
15,5029702004,5029702004,50297,Zaragoza,50,Zaragoza,5029702,1092
15,5029702005,5029702005,50297,Zaragoza,50,Zaragoza,5029702,940
15,5029702006,5029702006,50297,Zaragoza,50,Zaragoza,5029702,1758
15,5029702024,5029702024,50297,Zaragoza,50,Zaragoza,5029702,896
15,5029702026,5029702026,50297,Zaragoza,50,Zaragoza,5029702,1082
15,5029702027,5029702027,50297,Zaragoza,50,Zaragoza,5029702,938
15,5029702028,5029702028,50297,Zaragoza,50,Zaragoza,5029702,857
15,5029702029,5029702029,50297,Zaragoza,50,Zaragoza,5029702,782
15,5029702032,5029702032,50297,Zaragoza,50,Zaragoza,5029702,1051
15,5029702033,5029702033,50297,Zaragoza,50,Zaragoza,5029702,1376
16,4400101001,4400101001,44001,Ababuj,44,Teruel,4400101,74
16,4400501001,4400501001,44005,Aguilar del Alfambra,44,Teruel,4400501,84
16,4400701001,4400701001,44007,Alba,44,Teruel,4400701,183
16,4401601001,4401601001,44016,Alfambra,44,Teruel,4401601,485
16,4401901001,4401901001,44019,Alobras,44,Teruel,4401901,63
16,4404501001,4404501001,44045,Bronchales,44,Teruel,4404501,475
16,4405301001,4405301001,44053,Camañas,44,Teruel,4405301,136
16,4405901001,4405901001,44059,Cantavieja,44,Teruel,4405901,727
16,4406001001,4406001001,44060,Cañada de Benatanduz,44,Teruel,4406001,40
16,4407501001,4407501001,44075,Celadas,44,Teruel,4407501,335
16,4408201001,4408201001,44082,Corbalán,44,Teruel,4408201,118
16,4408801001,4408801001,44088,"Cuba, La",44,Teruel,4408801,53
16,4408901001,4408901001,44089,Cubla,44,Teruel,4408901,57
16,4409201001,4409201001,44092,"Cuervo, El",44,Teruel,4409201,87
16,4409401001,4409401001,44094,Cuevas Labradas,44,Teruel,4409401,126
16,4412701001,4412701001,44127,Jabaloyas,44,Teruel,4412701,66
16,4414901001,4414901001,44149,Mirambel,44,Teruel,4414901,110
16,4415001001,4415001001,44150,Miravete de la Sierra,44,Teruel,4415001,31
16,4418101001,4418101001,44181,Peralejos,44,Teruel,4418101,91
16,4418301001,4418301001,44183,Pitarque,44,Teruel,4418301,61
16,4418501001,4418501001,44185,"Pobo, El",44,Teruel,4418501,97
16,4418901001,4418901001,44189,Pozondón,44,Teruel,4418901,53
16,4419201001,4419201001,44192,"Puebla de Valverde, La",44,Teruel,4419201,483
16,4419901001,4419901001,44199,Rubiales,44,Teruel,4419901,43
16,4421601002,4421601002,44216,Teruel,44,Teruel,4421601,1915
16,4421602003,4421602003,44216,Teruel,44,Teruel,4421602,1534
16,4421602004,4421602004,44216,Teruel,44,Teruel,4421602,1499
16,4421602006,4421602006,44216,Teruel,44,Teruel,4421602,2120
16,4421603002,4421603002,44216,Teruel,44,Teruel,4421603,1861
16,4421603003,4421603003,44216,Teruel,44,Teruel,4421603,1478
16,4421603005,4421603005,44216,Teruel,44,Teruel,4421603,1715
16,4421603006,4421603006,44216,Teruel,44,Teruel,4421603,1919
16,4421603007,4421603007,44216,Teruel,44,Teruel,4421603,1508
16,4421603008,4421603008,44216,Teruel,44,Teruel,4421603,2333
16,4421603010,4421603010,44216,Teruel,44,Teruel,4421603,1914
